ty,gk,qk,n_opt,mouth_pred
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,ADMISSIONe_W43,3,"0.451430,0.330273,0.218297"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",GAP21Q4_a_W82,4,"0.296803,0.349720,0.208827,0.144650"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",GAP21Q4_a_W82,4,"0.507311,0.284576,0.125297,0.082816"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",GAP21Q4_a_W82,4,"0.369358,0.331091,0.188650,0.110901"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",GAP21Q4_a_W82,4,"0.361376,0.369946,0.166748,0.101931"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",GAP21Q4_a_W82,4,"0.362452,0.354056,0.171210,0.112282"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",GAP21Q4_a_W82,4,"0.399020,0.320622,0.172963,0.107395"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",GAP21Q4_a_W82,4,"0.317511,0.343311,0.214839,0.124339"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",GAP21Q4_a_W82,4,"0.306465,0.378433,0.197869,0.117233"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",GAP21Q4_a_W82,4,"0.304839,0.362005,0.203067,0.130089"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",GAP21Q4_a_W82,4,"0.283050,0.352261,0.211995,0.152694"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",GAP21Q5_a_W82,2,"0.505859,0.494141"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",GAP21Q5_a_W82,2,"0.476580,0.523420"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",GAP21Q5_a_W82,2,"0.476580,0.523420"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",GAP21Q5_a_W82,2,"0.461017,0.538983"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",GAP21Q5_a_W82,2,"0.492188,0.507812"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",GAP21Q5_a_W82,2,"0.523420,0.476580"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",GAP21Q5_a_W82,2,"0.490236,0.509764"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",GAP21Q5_a_W82,2,"0.486332,0.513668"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",GAP21Q5_a_W82,2,"0.462959,0.537041"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",GAP21Q5_a_W82,2,"0.486332,0.513668"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",GAP21Q5_a_W82,2,"0.492188,0.507812"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",GAP21Q5_a_W82,2,"0.490236,0.509764"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",GAP21Q5_a_W82,2,"0.482429,0.517571"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",GAP21Q5_a_W82,2,"0.455199,0.544801"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,GAP21Q5_a_W82,2,"0.513668,0.486332"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | $30,000-$50,000",GAP21Q5_a_W82,2,"0.490236,0.509764"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",GAP21Q5_a_W82,2,"0.455199,0.544801"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",GAP21Q5_a_W82,2,"0.480479,0.519521"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",GAP21Q5_a_W82,2,"0.490236,0.509764"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",GAP21Q5_a_W82,2,"0.478529,0.521471"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",GAP21Q5_a_W82,2,"0.486332,0.513668"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",GAP21Q5_a_W82,2,"0.505859,0.494141"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",GAP21Q5_a_W82,2,"0.505859,0.494141"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",GAP21Q5_a_W82,2,"0.496094,0.503906"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",GAP21Q5_a_W82,2,"0.501953,0.498047"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",GAP21Q5_a_W82,2,"0.474631,0.525369"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",GIRLSF2C_W29,3,"0.197383,0.317891,0.484726"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",GIRLSF2C_W29,3,"0.187434,0.326398,0.486168"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",GIRLSF2C_W29,3,"0.188171,0.346100,0.465729"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",GIRLSF2C_W29,3,"0.197461,0.357555,0.444984"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",GIRLSF2C_W29,3,"0.215036,0.386350,0.398614"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",GIRLSF2C_W29,3,"0.201462,0.337386,0.461152"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",GIRLSF2C_W29,3,"0.195680,0.300716,0.503604"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",GIRLSF2C_W29,3,"0.202610,0.326309,0.471082"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",GIRLSF2C_W29,3,"0.212089,0.338918,0.448993"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",GIRLSF2C_W29,3,"0.228924,0.362973,0.408102"
EDUCATIONxINCOME,EDUCATIONxINCOME :: College graduate/some postgrad | Refused,GIRLSF2C_W29,3,"0.209882,0.298302,0.491817"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",GIRLSF2C_W29,3,"0.211287,0.348353,0.440360"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",GIRLSF2C_W29,3,"0.207987,0.319630,0.472383"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",GIRLSF2C_W29,3,"0.198361,0.314513,0.487127"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",GIRLSF2C_W29,3,"0.215801,0.344849,0.439349"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",GIRLSF2C_W29,3,"0.229783,0.370073,0.400144"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",GIRLSF2C_W29,3,"0.247650,0.380583,0.371767"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",GIRLSF2C_W29,3,"0.222816,0.367362,0.409822"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",GIRLSF2C_W29,3,"0.222139,0.336085,0.441776"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",GIRLSF2C_W29,3,"0.223537,0.348937,0.427526"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",GIRLSF2C_W29,3,"0.229379,0.355269,0.415352"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | Less than $30,000",GIRLSF2C_W29,3,"0.252054,0.375434,0.372512"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Postgraduate | Refused,GIRLSF2C_W29,3,"0.233678,0.319400,0.446921"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",GIRLSF2C_W29,3,"0.236117,0.332978,0.430905"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",GIRLSF2C_W29,3,"0.226501,0.297729,0.475770"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",GIRLSF2C_W29,3,"0.228462,0.317188,0.454351"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",GIRLSF2C_W29,3,"0.232045,0.317168,0.450787"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",GIRLSF2C_W29,3,"0.243093,0.340148,0.416759"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Refused",GIRLSF2C_W29,3,"0.235616,0.273319,0.491065"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",GODMORALIMP_W92,4,"0.455537,0.298749,0.140021,0.105693"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",GODMORALIMP_W92,4,"0.350655,0.345218,0.179097,0.125030"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",GODMORALIMP_W92,4,"0.335814,0.354690,0.184011,0.125485"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",GODMORALIMP_W92,4,"0.358844,0.345097,0.163012,0.133047"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",GODMORALIMP_W92,4,"0.356037,0.290589,0.164284,0.189090"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Associate's degree | Refused,GODMORALIMP_W92,4,"0.340457,0.300452,0.172535,0.186555"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",GODMORALIMP_W92,4,"0.432370,0.292556,0.148260,0.126814"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",GODMORALIMP_W92,4,"0.374868,0.336030,0.172973,0.116129"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",GODMORALIMP_W92,4,"0.345853,0.348565,0.185122,0.120461"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",GODMORALIMP_W92,4,"0.373789,0.332455,0.164577,0.129178"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",GODMORALIMP_W92,4,"0.346825,0.289783,0.170355,0.193037"
EDUCATIONxINCOME,EDUCATIONxINCOME :: College graduate/some postgrad | Refused,GODMORALIMP_W92,4,"0.330708,0.308254,0.178404,0.182634"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",GODMORALIMP_W92,4,"0.410624,0.302775,0.152245,0.134356"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",GODMORALIMP_W92,4,"0.353685,0.345492,0.173724,0.127099"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",GODMORALIMP_W92,4,"0.358885,0.350572,0.172195,0.118348"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",GODMORALIMP_W92,4,"0.364936,0.345514,0.159429,0.130122"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",GODMORALIMP_W92,4,"0.347738,0.299769,0.160455,0.192039"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,GODMORALIMP_W92,4,"0.325280,0.315272,0.174110,0.185339"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | $30,000-$50,000",GODMORALIMP_W92,4,"0.343806,0.330635,0.189868,0.135692"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | $50,000-$75,000",GODMORALIMP_W92,4,"0.331811,0.337036,0.198133,0.133020"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",GODMORALIMP_W92,4,"0.338365,0.284932,0.171475,0.205229"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",GODMORALIMP_W92,4,"0.430884,0.284797,0.146601,0.137719"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",GODMORALIMP_W92,4,"0.349088,0.333102,0.181105,0.136705"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",GODMORALIMP_W92,4,"0.340945,0.338291,0.188287,0.132477"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",GODMORALIMP_W92,4,"0.366817,0.328813,0.164051,0.140320"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | Less than $30,000",GODMORALIMP_W92,4,"0.358869,0.268781,0.163024,0.209327"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Postgraduate | Refused,GODMORALIMP_W92,4,"0.332596,0.298137,0.175266,0.194001"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",GODMORALIMP_W92,4,"0.374349,0.303157,0.170056,0.152437"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",GODMORALIMP_W92,4,"0.323970,0.334254,0.193451,0.148324"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",GODMORALIMP_W92,4,"0.310991,0.341557,0.203953,0.143499"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",GODMORALIMP_W92,4,"0.329373,0.334560,0.180482,0.155585"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",GODMORALIMP_W92,4,"0.324085,0.295083,0.174831,0.206001"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Refused",GODMORALIMP_W92,4,"0.326398,0.277010,0.177459,0.219133"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",GOVPRIOb_W41,4,"0.777689,0.147269,0.052102,0.022940"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",GOVPRIOb_W41,4,"0.741917,0.168151,0.063326,0.026605"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",GOVPRIOb_W41,4,"0.708131,0.204474,0.059505,0.027890"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",GOVPRIOb_W41,4,"0.705558,0.200573,0.062134,0.031735"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",GOVPRIOb_W41,4,"0.774164,0.151256,0.052273,0.022307"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",GOVPRIOb_W41,4,"0.748202,0.161810,0.063366,0.026622"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",GOVPRIOb_W41,4,"0.716264,0.197351,0.059256,0.027129"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",GOVPRIOb_W41,4,"0.738463,0.179560,0.052665,0.029312"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",GOVPRIOb_W41,4,"0.710326,0.192681,0.064540,0.032453"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",GOVPRIOb_W41,4,"0.717866,0.191707,0.060797,0.029630"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",GOVPRIOb_W41,4,"0.722998,0.185681,0.061711,0.029609"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",GOVPRIOb_W41,4,"0.695008,0.216992,0.058403,0.029597"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",GOVPRIOb_W41,4,"0.691412,0.220988,0.055008,0.032591"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",GOVPRIOb_W41,4,"0.672698,0.227093,0.064557,0.035652"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,GOVPRIOb_W41,4,"0.554200,0.283058,0.098589,0.064153"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",GOVPRIOb_W41,4,"0.633460,0.246136,0.079909,0.040496"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",GOVPRIOb_W41,4,"0.754412,0.165722,0.054649,0.025217"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",GOVPRIOb_W41,4,"0.719301,0.181868,0.067959,0.030872"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",GOVPRIOb_W41,4,"0.683222,0.216672,0.067648,0.032458"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",GOVPRIOb_W41,4,"0.700328,0.205406,0.058850,0.035416"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",GOVPRIOb_W41,4,"0.647727,0.229157,0.081708,0.041408"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",GOVPRIOb_W41,4,"0.647151,0.221909,0.086901,0.044039"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",GOVPRIOb_W41,4,"0.605639,0.262525,0.086572,0.045265"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",GOVPRIOb_W41,4,"0.622477,0.251503,0.076107,0.049912"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",GOVPRIOb_W41,4,"0.618543,0.251874,0.081135,0.048448"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",GOVPRIOc_W41,4,"0.811034,0.127326,0.041337,0.020304"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",GOVPRIOc_W41,4,"0.772556,0.154521,0.049775,0.023148"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",GOVPRIOc_W41,4,"0.745002,0.179740,0.051496,0.023762"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",GOVPRIOc_W41,4,"0.747380,0.176137,0.049682,0.026801"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",GOVPRIOc_W41,4,"0.817623,0.126370,0.037943,0.018064"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",GOVPRIOc_W41,4,"0.792409,0.139868,0.045765,0.021958"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",GOVPRIOc_W41,4,"0.769835,0.161366,0.046960,0.021839"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",GOVPRIOc_W41,4,"0.794726,0.141378,0.038350,0.025546"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",GOVPRIOc_W41,4,"0.769223,0.158738,0.046923,0.025116"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",GOVPRIOc_W41,4,"0.761055,0.163309,0.050197,0.025439"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",GOVPRIOc_W41,4,"0.767644,0.158412,0.049074,0.024869"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",GOVPRIOc_W41,4,"0.754576,0.172361,0.048617,0.024446"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",GOVPRIOc_W41,4,"0.751159,0.175650,0.044066,0.029126"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",GOVPRIOc_W41,4,"0.733953,0.187028,0.050338,0.028682"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,GOVPRIOc_W41,4,"0.628815,0.246248,0.074517,0.050421"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",GOVPRIOc_W41,4,"0.698605,0.209759,0.058705,0.032930"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",GOVPRIOc_W41,4,"0.800712,0.136986,0.041131,0.021172"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",GOVPRIOc_W41,4,"0.763057,0.158701,0.051927,0.026315"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",GOVPRIOc_W41,4,"0.733983,0.182703,0.056158,0.027156"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",GOVPRIOc_W41,4,"0.755535,0.167271,0.045020,0.032175"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",GOVPRIOc_W41,4,"0.695172,0.202306,0.065679,0.036843"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",GOVPRIOc_W41,4,"0.695456,0.199252,0.067264,0.038028"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",GOVPRIOc_W41,4,"0.657858,0.229133,0.073810,0.039200"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",GOVPRIOc_W41,4,"0.683372,0.211699,0.058787,0.046142"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",GOVPRIOc_W41,4,"0.685447,0.215686,0.059894,0.038974"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",GOVPRIOlF2_W41,4,"0.428692,0.240474,0.181520,0.149314"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",GOVPRIOlF2_W41,4,"0.375344,0.272470,0.199344,0.152842"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",GOVPRIOlF2_W41,4,"0.356091,0.290633,0.201315,0.151961"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",GOVPRIOlF2_W41,4,"0.349665,0.263941,0.199233,0.187162"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",GOVPRIOlF2_W41,4,"0.387692,0.266457,0.190428,0.155423"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",GOVPRIOlF2_W41,4,"0.375108,0.268078,0.199219,0.157595"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",GOVPRIOlF2_W41,4,"0.355141,0.292131,0.202353,0.150376"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",GOVPRIOlF2_W41,4,"0.354049,0.284487,0.195525,0.165940"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",GOVPRIOlF2_W41,4,"0.344100,0.267986,0.202286,0.185628"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",GOVPRIOlF2_W41,4,"0.371943,0.274254,0.197538,0.156265"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",GOVPRIOlF2_W41,4,"0.362242,0.284327,0.200049,0.153383"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",GOVPRIOlF2_W41,4,"0.363713,0.287721,0.199298,0.149268"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",GOVPRIOlF2_W41,4,"0.353288,0.292886,0.192079,0.161747"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",GOVPRIOlF2_W41,4,"0.344960,0.275026,0.199648,0.180367"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,GOVPRIOlF2_W41,4,"0.343692,0.261467,0.192794,0.202046"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",GOVPRIOlF2_W41,4,"0.333543,0.261801,0.205490,0.199167"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",GOVPRIOlF2_W41,4,"0.388038,0.262560,0.187643,0.161758"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",GOVPRIOlF2_W41,4,"0.362068,0.277607,0.198397,0.161927"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",GOVPRIOlF2_W41,4,"0.353072,0.292707,0.201175,0.153046"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",GOVPRIOlF2_W41,4,"0.352787,0.283472,0.191807,0.171934"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",GOVPRIOlF2_W41,4,"0.357560,0.267800,0.199012,0.175628"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",GOVPRIOlF2_W41,4,"0.343477,0.275992,0.205100,0.175431"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",GOVPRIOlF2_W41,4,"0.334921,0.290984,0.209588,0.164507"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",GOVPRIOlF2_W41,4,"0.332330,0.284257,0.198443,0.184970"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",GOVPRIOlF2_W41,4,"0.329936,0.265111,0.201686,0.203268"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",GOVREGV1_W49,3,"0.509515,0.281381,0.209104"
